,osmid,x,y,park
73,8785162077,-0.13010790000000008,51.5013613,9
74,255283844,-0.1311025000000013,51.505532699999996,9
75,8881148394,-0.13166240000000187,51.501260899999984,9
76,8881148395,-0.1331246000000012,51.50111199999999,9
77,8881148392,-0.13390780000000277,51.501032200000004,9
78,9070391933,-0.1366600000000018,51.50062939999999,9
79,3783413818,-0.13577920000000057,51.503482299999995,9
80,7246243178,-0.13760580000000253,51.502882099999994,9
81,8881148391,-0.1384755999999998,51.500560199999995,9
82,3783410388,-0.13918459999999908,51.50224149999999,9
83,3783332705,-0.13973570000000163,51.50123299999999,9
84,26546291,-0.10647730000000168,51.484558299999996,10
85,105894428,-0.1067588999999987,51.48350610000001,10
86,9358081706,-0.10672700000000061,51.48314769999999,10
87,105894139,-0.10693449999999922,51.4825647,10
88,9270318570,-0.10726430000000076,51.482186299999995,10
89,105893922,-0.10749689999999963,51.4816035,10
90,4839012486,-0.10838309999999979,51.4857811,10
91,370407031,-0.10914200000000163,51.480784699999994,10
92,4220670791,-0.11052670000000046,51.483681100000005,10
93,26546307,-0.11067520000000075,51.4813658,10
94,4220670792,-0.11131860000000011,51.482753,10
95,3974507001,-0.09807650000000065,51.5502144,11
96,336252990,-0.09820970000000115,51.551364299999996,11
97,339863279,-0.09842820000000005,51.5496882,11
98,3974497409,-0.09860100000000045,51.5520942,11
99,339863245,-0.09911830000000253,51.5494856,11
100,26345712,-0.09997960000000097,51.549003799999994,11
101,26345708,-0.10100700000000104,51.5477378,11
102,12009835,-0.10115510000000176,51.547617599999995,11
103,336412508,-0.10170470000000274,51.5521423,11
104,2364985179,-0.10293720000000246,51.54683649999998,11
105,26345795,-0.10379290000000016,51.5506457,11
106,2364994794,-0.10399640000000124,51.54757780000001,11
107,360053524,-0.10452330000000026,51.549417599999984,11
108,360053524,-0.10452330000000026,51.549417599999984,11
109,2452436731,-0.10459610000000047,51.54818769999999,11
110,5270255840,-0.08584470000000129,51.48244879999999,12
111,5270254806,-0.08619000000000102,51.483542,12
112,5284689676,-0.08798160000000076,51.48337969999999,12
113,5114009389,-0.0892782,51.4799776,12
114,2498593847,-0.09000330000000108,51.48316419999998,12
115,5917172836,-0.0906021000000004,51.480262,12
116,105684232,-0.09155460000000085,51.4798168,12
117,322970507,-0.09182280000000045,51.48255059999999,12
118,3816847292,-0.09279920000000078,51.48241740000002,12
119,90259144,-0.09280049999999912,51.47948939999999,12
120,894717178,-0.09355069999999949,51.482326199999996,12
121,90268298,-0.09436170000000067,51.48087269999999,12
122,8858801554,-0.08306450000000097,51.533839099999994,13
123,8880897940,-0.08307809999999988,51.533241199999985,13
124,8878437164,-0.08369830000000315,51.534661199999995,13
125,8784161423,-0.08404770000000163,51.53490639999999,13
126,2892457421,-0.08529340000000114,51.5331433,13
127,49500594,-0.08556010000000126,51.535493799999976,13
128,2839855807,-0.08621720000000045,51.5331547,13
129,8482602249,-0.08665230000000247,51.53599639999998,13
130,34167252,-0.08766010000000114,51.533363699999995,13
131,7892855464,-0.08789949999999914,51.5339427,13
132,7892855466,-0.08823820000000153,51.534373999999985,13
133,426015660,-0.08870880000000123,51.53547969999999,13
134,262443364,-0.08435270000000167,51.56174719999999,14
135,9274410923,-0.0851250000000021,51.560798999999996,14
136,342369395,-0.08598750000000101,51.56032279999999,14
137,261766945,-0.08616800000000142,51.56369219999999,14
138,9721610087,-0.08608150000000041,51.560139199999995,14
139,9721610064,-0.08863710000000215,51.558596699999995,14
140,3785435242,-0.09130320000000085,51.5630018,14
141,2512940428,-0.07412250000000213,51.4832523,15
142,2872621546,-0.07457130000000214,51.48620089999999,15
143,8659362138,-0.07530170000000151,51.4870565,15
144,6476818409,-0.07651110000000087,51.4820622,15
145,1251533196,-0.07696730000000046,51.4875947,15
146,4972631237,-0.07794690000000146,51.481968099999996,15
147,4972630120,-0.07903270000000225,51.48189719999999,15
148,4972631244,-0.08015690000000178,51.481814599999986,15
149,6169761830,-0.08048440000000075,51.4862577,15
150,12237860,-0.08230620000000237,51.48516639999998,15
151,247056503,-0.08426100000000314,51.484513,15
152,1958609543,-0.08555229999999962,51.481997799999995,15
153,2149937807,-0.08599200000000044,51.483710499999994,15
154,1019621461,-0.05588810000000367,51.4986461,16
155,104304519,-0.05754640000000166,51.493872199999984,16
156,27509130,-0.058381200000000896,51.4945141,16
157,1164896681,-0.05895960000000168,51.495052400000006,16
158,101317325,-0.059343100000001724,51.4964689,16
159,8999062984,-0.059393000000001334,51.498636999999995,16
160,9019466548,-0.0595190000000003,51.525715399999996,17
161,1837082276,-0.059868500000000276,51.5265741,17
162,109433,-0.060390700000001116,51.52402409999999,17
163,1837082278,-0.06055740000000107,51.5265838,17
164,47290600,-0.06160920000000198,51.526481799999985,17
165,1838047514,-0.06239860000000037,51.52390929999999,17
166,18056466,-0.06299720000000042,51.52608039999999,17
167,4964930054,-0.06311530000000001,51.524352199999996,17
168,1838047533,-0.0638157000000012,51.5242744,17
169,8152526730,-0.06435020000000014,51.52593759999999,17
170,1558372685,-0.06434770000000369,51.525439299999995,17
171,236612,-0.06542040000000186,51.53275669999999,18
172,670122033,-0.06581140000000216,51.532074900000005,18
173,6328416957,-0.06650070000000075,51.53368439999999,18
174,5581581218,-0.0661633000000007,51.5314943,18
175,972575363,-0.06668199999999838,51.5344813,18
176,6376200621,-0.06742510000000114,51.53116049999999,18
177,48677478,-0.06877609999999988,51.531918,18
178,6328395913,-0.06868489999999941,51.5349645,18
179,6804302441,-0.06971160000000017,51.53235440000001,18
180,6804302451,-0.0698327000000004,51.53333589999998,18
181,53447450,-0.05792160000000115,51.542362299999986,19
182,7435801878,-0.05824410000000187,51.5419207,19
183,4775922564,-0.058091900000001695,51.540901999999996,19
184,8577824595,-0.05849770000000078,51.54012329999998,19
185,48740692,-0.05797819999999927,51.5392727,19
186,48740666,-0.058462100000001724,51.53889499999999,19
187,3126576299,-0.05908940000000135,51.54355869999999,19
188,3455398804,-0.06081310000000019,51.537757,19
189,53428950,-0.061979700000000554,51.542149,19
190,433574545,-0.06244220000000052,51.541573199999995,19
191,433574860,-0.06277680000000103,51.54088629999998,19
192,2410477717,-0.06293350000000107,51.540260499999995,19
193,7399285836,-0.05827729999999981,51.5540666,20
194,7460901144,-0.058585900000001086,51.55268319999999,20
195,7440020824,-0.05851949999999956,51.5548641,20
196,7460901165,-0.06018250000000149,51.552462,20
197,25992830,-0.0610773000000008,51.55556579999999,20
198,25992814,-0.0649182999999993,51.5554984,20
199,1333881740,-0.06518360000000022,51.5531558,20
200,1333881732,-0.06640890000000027,51.55457739999999,20
